Survey ID (Name)	Contributor	Data Type	Year	Planning Area (Region)	Protraction Area	Other Survey Identifiers (Permit, etc.)	Link To Survey Web Page
B-95a-89-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1989	Central Gulf of Mexico	Eugene Island Area, South Addition,Green Canyon,Ship Shoal Area,Ship Shoal Area, South Addition,South Timbalier and Bay Marchand Areas,South Timbalier Area, South Addition	L89-95	https://walrus.wr.usgs.gov/namss/survey/b-95a-89-la/
B-95b-89-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1989	Central Gulf of Mexico	Atwater Valley,East Cameron Area,Garden Banks,Green Canyon,Mississippi Canyon,Ship Shoal Area, South Addition,South Marsh Island Area, North Addition,South Timbalier Area, South Addition,Vermilion Area,West Cameron Area,West Cameron Area, West Addition	L89-95	https://walrus.wr.usgs.gov/namss/survey/b-95b-89-la/
B-96-80-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1980	Central Gulf of Mexico	Eugene Island Area,Green Canyon,Ship Shoal Area,Ship Shoal Area, South Addition,South Marsh Island Area,South Marsh Island Area, South Addition,South Pelto Area,South Timbalier and Bay Marchand Areas,South Timbalier Area, South Addition	L80-096	https://walrus.wr.usgs.gov/namss/survey/b-96-80-la/
B-97-77-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1977	Central Gulf of Mexico	East Cameron Area, South Addition	L77-097	https://walrus.wr.usgs.gov/namss/survey/b-97-77-la/
B-98-78-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1978	Central Gulf of Mexico	West Cameron Area	L78-098	https://walrus.wr.usgs.gov/namss/survey/b-98-78-la/
B-C2-84-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1984			L84-102	https://walrus.wr.usgs.gov/namss/survey/b-c2-84-la/
B-C5-83-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1983	Central Gulf of Mexico	Atwater Valley,Green Canyon,Lund,Mississippi Canyon,Walker Ridge	L83-105	https://walrus.wr.usgs.gov/namss/survey/b-c5-83-la/
B-C9-76-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1976	Central Gulf of Mexico	Eugene Island Area,Ship Shoal Area	L76-2029	https://walrus.wr.usgs.gov/namss/survey/b-c9-76-la/
B-C9-82-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1982	Central Gulf of Mexico	Eugene Island Area, South Addition,South Marsh Island Area, South Addition	L82-179	https://walrus.wr.usgs.gov/namss/survey/b-c9-82-la/
B-L8-75-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	Central Gulf of Mexico	Chandeleur Area, East Addition,Main Pass Area, South and East Addition	L75-1828	https://walrus.wr.usgs.gov/namss/survey/b-l8-75-la/
B-L9-76-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1976	Central Gulf of Mexico	Eugene Island Area,Ship Shoal Area	L76-1929	https://walrus.wr.usgs.gov/namss/survey/b-l9-76-la/
B-P-66-AK	British Petroleum	2D Multichannel Seismic	1966			66UGU	https://walrus.wr.usgs.gov/namss/survey/b-p-66-ak/
B-P-70-AR	British Petroleum	2D Multichannel Seismic	1970	Beaufort Sea	Harrison Bay	70DGDM 	https://walrus.wr.usgs.gov/namss/survey/b-p-70-ar/
B-P-71-AR	British Petroleum	2D Multichannel Seismic	1971	Beaufort Sea	Beechey Point,Harrison Bay,Harrison Bay North	71GSGM 	https://walrus.wr.usgs.gov/namss/survey/b-p-71-ar/
B-PC-71-AK	British Petroleum	2D Multichannel Seismic	1971	Beaufort Sea	Beechey Point	71GSG	https://walrus.wr.usgs.gov/namss/survey/b-pc-71-ak/
B-PW-71-AK	British Petroleum	2D Multichannel Seismic	1971			71WEW	https://walrus.wr.usgs.gov/namss/survey/b-pw-71-ak/
E-1-76-BS	Exxon	2D Multichannel Seismic	1976	Aleutian Basin,Bowers Basin,St. George Basin	Bowers Bank,Bowers Ridge,St. Paul Spur,Zhemchug Canyon		https://walrus.wr.usgs.gov/namss/survey/e-1-76-bs/
F-01-91-CP	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1991				https://walrus.wr.usgs.gov/namss/survey/f-01-91-cp/
F-02-91-CP	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1991				https://walrus.wr.usgs.gov/namss/survey/f-02-91-cp/
F-03-91-CP	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1991				https://walrus.wr.usgs.gov/namss/survey/f-03-91-cp/
F-10-88-HW	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1988				https://walrus.wr.usgs.gov/namss/survey/f-10-88-hw/
F-12-89-HW	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1989				https://walrus.wr.usgs.gov/namss/survey/f-12-89-hw/
F-13-90-CP	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1990				https://walrus.wr.usgs.gov/namss/survey/f-13-90-cp/
F-3-88-HW	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1988				https://walrus.wr.usgs.gov/namss/survey/f-3-88-hw/
F-4-88-HW	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1988				https://walrus.wr.usgs.gov/namss/survey/f-4-88-hw/
F-5-88-HW	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1988				https://walrus.wr.usgs.gov/namss/survey/f-5-88-hw/
F-6-88-HW	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1988				https://walrus.wr.usgs.gov/namss/survey/f-6-88-hw/
G-01-75-EG	U.S. Geological Survey	2D Multichannel Seismic	1975	Cook Inlet,Gulf of Alaska,Kodiak,Shumagin	Afognak,Albatross Bank,Alsek Valley,Bering Glacier,Blying Sound,Chirikof Island,Cordova,Dall Seamount,False Pass,Icy Bay,Karluk,Kodiak,Kodiak East,Middleton Island,Mitrofania Island,Mt. Fairweather,Portlock Bank,Simeonof Island,Trinity Islands,Yakutat		https://walrus.wr.usgs.gov/namss/survey/g-01-75-eg/
G-01-88-EG	U.S. Geological Survey	2D Multichannel Seismic	1988	Gulf of Alaska	Blying Sound,Cordova,Dall Seamount,Middleton Island,Portlock Bank	g188eg and TACT	https://walrus.wr.usgs.gov/namss/survey/g-01-88-eg/
G-1-99-GM	U.S. Geological Survey	2D Multichannel Seismic	1999	Central Gulf of Mexico	Garden Banks,Green Canyon	99002	https://walrus.wr.usgs.gov/namss/survey/g-1-99-gm/
G-2-97-PS	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1997				https://walrus.wr.usgs.gov/namss/survey/g-2-97-ps/
G-3-95-PS	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1995				https://walrus.wr.usgs.gov/namss/survey/g-3-95-ps/
H-1-75-CC	Chevron	2D Multichannel Seismic	1975	Aleutian Arc,Aleutian Basin,Beaufort Sea,Bowers Basin,Central California,Central Gulf of Mexico,Chukchi Sea,Cook Inlet,Eastern Gulf of Mexico,Florida South,Gulf of Alaska,Hope Basin,Kodiak,Middle Atlantic,Navarin Basin,North Aleutian Basin,North Atlantic,Northern California,Norton Basin,Shumagin,South Atlantic,Southern California,St. George Basin,St. Matthew-Hall,Washington - Oregon,Western Gulf of Mexico	Adak,Adams,Afognak,Akutan,Akutan North,Alaminos Canyon,Albatross Bank,Aleutian Basin,Aleutian Trench,Alsek Valley,Amchitka Pass,Amlia Knoll,Amukta Pass,Andros,Apalachicola,Arena Canyon,Arguello Fan,Astoria Canyon,Astoria Fan,Atka,Attu,Atwater Valley,Bahamas,Baird Inlet,Baker Fan,Balanus Seamount,Baltimore Rise,Bangor,Banks,Barkley Canyon,Barrow,Barrow Canyon,Barter Island,Bath,Bay Marchand Area,Bear Seamount,Beaufort,Beaufort Terrace,Beechey Point,Beechey Point North,Bering Glacier,Bering Sea,Bering Strait,Bimini,Black,Blake Escarpment,Blake Spur,Blanco Saddle,Block Canyon,Block Island Shelf,Blying Sound,Bodega Canyon,Bossler,Boston,Bowers Bank,Bowers Ridge,Bowers Seamount,Brazos Area,Brazos Area, South Addition,Breton Sound Area,Bristol Bay,Bristol Bay North,Browns Bank,Brunswick,Bushnell Knoll,Canada Basin,Canada Basin West,Cape Blanco,Cape Denbigh,Cape Disappointment West,Cape Fear,Cape Flattery,Cape Mendenhall,Cape Mendenhall West,Cape Newenham,Cape Newenham West,Cape Seppings,Cape Seppings West,Cascadia Basin,Cascadia Gap,Cashes Ledge,Chagulak Canyon,Chandeleur Area,Chandeleur Area, East Addition,Charlotte Harbor,Chatham,Chignik,Chincoteague,Chirikof Island,Chirikof Seamount,Chukchi Sea,Cold Bay,Coos Bay,Copalis Beach West,Cordova,Corpus Christi,Corsair Canyon,Craig,Crescent City,Currituck Sound,Daisy Bank,Dall Seamount,Daytona Beach,Dease Inlet,Delgada Fan,De Long Mountains,Demarcation Point,Derickson Seamount,De Soto Canyon,Destin Dome,Dixon Entrance,Dry Tortugas,East Breaks,East Cameron Area,East Cameron Area, South Addition,Eastport,Ely Seamount,Escanaba Ridge,Escanaba Trough,Eugene Island Area,Eugene Island Area, South Addition,Eureka,Evans,Ewing Bank,False Pass,Flaxman Island,Flaxman Island North,Florida Middle Ground,Ft. Pierce,Gainesville,Galveston Area,Galveston Area, South Addition,Gambell,Gambell South,Garden Banks,Gareloi Island,Georgetown,Goddard,Goodnews,Grand Isle Area,Grand Isle Area, South Addition,Green Canyon,Hagemeister Island,Hanna Shoal,Harrington Hill,Harrison Bay,Harrison Bay North,Hartford,Hatteras Ridge,Heceta Bank,Heezen Plateau,Henderson,High Island Area,High Island Area, East Addition,High Island Area, East Addition, South Extension,High Island Area, South Addition,Hooper Bay,Hooper Bay West,Hoquiam,Howell Hook,Hoyt Hills,Hudson Canyon,Hydrographer Canyon,Hyman,Icy Bay,Iliamna,Jacksonville,James Island,Jasper Seamount,Jones,Jordan Basin,Juneau,Kanaga Basin,Karluk,Karo,Keathley Canyon,Kenai,Ketchikan,Key West,Kiska Volcano,Klamath Ridge,Kodiak,Kodiak East,Korovin Canyon,Kotzebue,Kresta Point,Kuskokwim Bay,Kwiguk,Lanier,Lippold,Little Diomede Island,Lloyd Ridge,Long Beach,Los Angeles,Lund,Lydonia Canyon,Mackenzie Canyon,Mackenzie Canyon North,Main Pass Area,Main Pass Area, South and East Addition,Manteo,Marmer,Matagorda Island Area,Maury Deep,Mc Alinden Spur,Meade River,Miami,Middleton Island,Mississippi Canyon,Mitrofania Island,Mobile,Monterey,Monterey Fan,Mt. Fairweather,Mt. Katmai,Muller,Murray Canyon,Mustang Island Area,Mustang Island Area, East Addition,Naknek,Newark,Newport Valley,New York,Nitinat Fan,Noatak,Nome,North Padre Island Area,North Padre Island Area, East Addition,Norton Sound,Noyo Canyon,Nunivak Island,Nunivak Island West,Okmuk Canyon,Orlando,Parks Seamount,Patton Ridge,Pensacola,Pervenets Canyon,Pervenets Canyon East,Pillsbury,Pioneer Escarpment,Pioneer Ridge,Pochnoi Trough,Point Hope,Point Hope West,Point Lay,Point Lay West,Port Alexander,Port Isabel,Portland,Portlock Bank,Posey,Powell,Pratt Seamount,President Jackson Seamount,Pribilof Canyon,Pribilof Canyon West,Prince Rupert,Providence,Pulley Ridge,Rankin,Rat Islands,Redding,Richardson Hills,Rocky Mount,Rompidas Ledge,Rude Canyon,Russell,Sabine Pass Area,Sabine Pass Area,Salem,Salisbury,Samalga Island,San Clemente Island,San Diego,San Francisco,San Luis Obispo,Santa Ana,Santa Cruz,Santa Maria,Santa Rosa,Santa Rosa Island,Saulsbury,Saulsbury West,Savannah,Seattle,Seguam,Selawik,Seldovia,Seward,Shemya Island,Ship Shoal Area,Ship Shoal Area, South Addition,Shishmaref,Shumagin Bank,Simeonof Island,Sirius Seamount,Sitka,Solivik Island,Solomon,Southeast Cape,South Marsh Island Area,South Marsh Island Area, North Addition,South Marsh Island Area, South Addition,South Padre Island Area,South Padre Island Area, East Addition,South Pass Area,South Pass Area, South and East Addition,South Pelto Area,South Timbalier and Bay Marchand Areas,South Timbalier Area, South Addition,Steel Vendor Seamount,Stepovak Bay,Stetson Mesa,Stewart,St. George,St. George Canyon,St. George East,St. Lawrence,St. Matthew,St. Matthew Canyon,St. Matthew North,St. Matthew South,St. Matthew West,St. Michael,St. Paul,St. Paul East,St. Paul North,St. Paul Spur,St. Petersburg,Studds,Sumdum,Sur Canyon,Surveyor Seachannel,Sutwik Island,Taney Seamount,Tarpon Springs,Taylor,Teller,Teshekpuk,The Elbow,The Rampart,Thompson Seamount,Tibbet,Tillamook Seachannel,Tison,Trinity Islands,Uchupi,Ugashik,Ugashik West,Ukiah,Ukivok,Ulm Plateau,Umnak,Unalakleet,Unalaska,Unimak Seamount,Vance Seamount,Vancouver,Veatch Canyon,Velero Basin,Vermilion Area,Vermilion Area, South Addition,Vernon Basin,Viosca Knoll,Wainwright,Walker Cay,Walker Ridge,Walls Knoll,Weed,West Cameron Area,West Cameron Area, South Addition,West Cameron Area, West Addition,West Delta Area,West Delta Area, South Addition,Westfall Seamount,West Palm Beach,Wilmington,Wilmington Canyon,Wilmington Valley,Wittman,Wraight,Yakutat,Zhemchug Canyon,Zhemchug Spur	H1-CC-75	https://walrus.wr.usgs.gov/namss/survey/h-1-75-cc/
H-14-79-SC	Chevron	2D Multichannel Seismic	1979	Southern California	San Luis Obispo,Santa Maria	79114	https://walrus.wr.usgs.gov/namss/survey/h-14-79-sc/
H-17-79-SC	Chevron	2D Multichannel Seismic	1979	Southern California	Long Beach,Patton Ridge,San Clemente Island,San Diego,Santa Ana	79117	https://walrus.wr.usgs.gov/namss/survey/h-17-79-sc/
H-18-79-SC	Chevron	2D Multichannel Seismic	1979	Southern California	Bushnell Knoll,San Clemente Island,San Diego,Santa Ana	79118	https://walrus.wr.usgs.gov/namss/survey/h-18-79-sc/
J-1-88-SC	Bureau of Ocean Energy Management	2D Multichannel Seismic	1988	Southern California	San Diego,Santa Ana		https://walrus.wr.usgs.gov/namss/survey/j-1-88-sc/
L-01-07-AR	Geological Survey of Canada	2D Multichannel Seismic	2007	Beaufort Sea			https://walrus.wr.usgs.gov/namss/survey/l-01-07-ar/
L-09-11-GA MCS	U.S. Geological Survey	2D Multichannel Seismic	2011	Gulf of Alaska,Kodiak	Albatross Bank,Ely Seamount,Kodiak East,Pratt Seamount,Surveyor Seachannel	MGL1109	https://walrus.wr.usgs.gov/namss/survey/l-09-11-ga-mcs/
L-1-78-SC	U.S. Geological Survey	2D Multichannel Seismic	1978	Southern California	Long Beach,Patton Ridge,San Clemente Island,San Diego,Santa Maria,Santa Rosa Island		https://walrus.wr.usgs.gov/namss/survey/l-1-78-sc/
L-10-78-NC	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1978	Southern California	Arguello Fan,Los Angeles,San Luis Obispo,Santa Maria		https://walrus.wr.usgs.gov/namss/survey/l-10-78-nc/
L-11-11-BS MCS	U.S. Geological Survey	2D Multichannel Seismic	2011	Aleutian Basin,Bowers Basin		MGL1111	https://walrus.wr.usgs.gov/namss/survey/l-11-11-bs-mcs/
L-11-80-WO	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1980	Washington - Oregon	Astoria Canyon,Cape Disappointment West,Cape Flattery,Cascadia Basin,Copalis Beach West,Tillamook Seachannel,Vancouver	LB80	https://walrus.wr.usgs.gov/namss/survey/l-11-80-wo/
L-11-82-CS	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1982	Chukchi Sea	Barrow,Hanna Shoal,Karo,Posey,Solivik Island,Studds,Tison		https://walrus.wr.usgs.gov/namss/survey/l-11-82-cs/
L-12-81-NP	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1981	Central California,Northern California,Washington - Oregon	Blanco Saddle,Cascadia Gap,Daisy Bank,Delgada Fan,Escanaba Ridge,Escanaba Trough,Heceta Bank,Klamath Ridge,Parks Seamount,Pioneer Ridge,Steel Vendor Seamount,Vance Seamount	L-C-81-NP	https://walrus.wr.usgs.gov/namss/survey/l-12-81-np/
L-12-82-WG	U.S. Geological Survey	2D Multichannel Seismic	1982	Shumagin	Aleutian Trench,Derickson Seamount,False Pass,Shumagin Bank,Simeonof Island,Unimak Seamount,Walls Knoll		https://walrus.wr.usgs.gov/namss/survey/l-12-82-wg/
L-2-82-NC	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1982	Southern California	Arguello Fan,Sur Canyon		https://walrus.wr.usgs.gov/namss/survey/l-2-82-nc/
L-2B-78-SC	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1978	Southern California	Arguello Fan,Los Angeles,San Luis Obispo,Santa Maria	L2B78NC	https://walrus.wr.usgs.gov/namss/survey/l-2b-78-sc/
L-3-78-EG	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1978	Gulf of Alaska,Kodiak	Alsek Valley,Baker Fan,Craig,Dall Seamount,Dixon Entrance,Goddard,Icy Bay,Kodiak East,Middleton Island,Mt. Fairweather,Port Alexander,Sitka,Surveyor Seachannel		https://walrus.wr.usgs.gov/namss/survey/l-3-78-eg/
L-3-90-NC	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1990	Central California	San Francisco,Santa Cruz,Santa Rosa		https://walrus.wr.usgs.gov/namss/survey/l-3-90-nc/
L-4-77-NC	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1977	Central California,Northern California,Washington - Oregon	Arena Canyon,Cape Blanco,Crescent City,Eureka,Noyo Canyon,San Francisco,Santa Rosa,Ukiah		https://walrus.wr.usgs.gov/namss/survey/l-4-77-nc/
L-4-79-SC	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1979	Southern California	Bushnell Knoll,Long Beach,Patton Ridge,San Clemente Island,San Diego		https://walrus.wr.usgs.gov/namss/survey/l-4-79-sc/
L-4-83-BS	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1983	Norton Basin	Norton Sound,Solomon,St. Michael		https://walrus.wr.usgs.gov/namss/survey/l-4-83-bs/
L-4-90-SC	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1990	Southern California	Bushnell Knoll,Long Beach,Los Angeles,Patton Ridge,San Clemente Island,San Diego,San Luis Obispo,Santa Ana,Santa Maria,Santa Rosa Island		https://walrus.wr.usgs.gov/namss/survey/l-4-90-sc/
L-5-76-BS	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1976	Aleutian Basin,Bowers Basin,Navarin Basin,North Aleutian Basin,St. George Basin	Akutan North,Banks,Bristol Bay,Chignik,Cold Bay,Pribilof Canyon,Saulsbury,Saulsbury West,St. George,St. George East,Ugashik West,Ulm Plateau		https://walrus.wr.usgs.gov/namss/survey/l-5-76-bs/
L-5-77-EG	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1977	Gulf of Alaska	Dixon Entrance,Prince Rupert		https://walrus.wr.usgs.gov/namss/survey/l-5-77-eg/
L-5-77-WO	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1977	Washington - Oregon	Cape Disappointment West,Cape Flattery,Coos Bay,Copalis Beach West,Hoquiam,Newport Valley,Salem,Tillamook Seachannel,Vancouver		https://walrus.wr.usgs.gov/namss/survey/l-5-77-wo/
L-5-78-BS	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1978	Norton Basin,St. Matthew-Hall	Black,Nome,Norton Sound,Solomon,St. Lawrence,St. Michael,Ukivok		https://walrus.wr.usgs.gov/namss/survey/l-5-78-bs/
L-5-80-AA	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1980	Aleutian Arc,Bowers Basin	Adak,Amlia Knoll,Amukta Pass,Chagulak Canyon,Seguam		https://walrus.wr.usgs.gov/namss/survey/l-5-80-aa/
L-5-81-NC	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1981	Northern California,Washington - Oregon	Cape Blanco,Coos Bay,Crescent City,Eureka,Newport Valley		https://walrus.wr.usgs.gov/namss/survey/l-5-81-nc/
L-5A-79-NC	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1979	Central California,Southern California	Arguello Fan,San Luis Obispo,Santa Cruz,Santa Maria,Sur Canyon		https://walrus.wr.usgs.gov/namss/survey/l-5a-79-nc/
L-6-77-EG	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1977	Gulf of Alaska	Alsek Valley,Craig,Icy Bay,Middleton Island,Yakutat		https://walrus.wr.usgs.gov/namss/survey/l-6-77-eg/
L-6-78-AR	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1978	Chukchi Sea,Hope Basin	Barrow,Cape Seppings West,Chukchi Sea,Hanna Shoal,Karo,Point Hope,Point Hope West,Point Lay,Point Lay West,Posey,Solivik Island,Studds,Tison,Wainwright		https://walrus.wr.usgs.gov/namss/survey/l-6-78-ar/
L-6-80-BS	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1980	Bowers Basin,Navarin Basin,St. George Basin	Akutan,Amlia Knoll,Bossler,Chagulak Canyon,Okmuk Canyon,Pribilof Canyon,Saulsbury West,Umnak		https://walrus.wr.usgs.gov/namss/survey/l-6-80-bs/
L-7-77-WG	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1977	Cook Inlet,Kodiak,Shumagin	Albatross Bank,Chirikof Island,Chirikof Seamount,Karluk,Kodiak East,Mitrofania Island,Portlock Bank,Sutwik Island,Trinity Islands,Ugashik		https://walrus.wr.usgs.gov/namss/survey/l-7-77-wg/
L-7-81-WG	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1981	Cook Inlet,Gulf of Alaska,Kodiak	Afognak,Albatross Bank,Blying Sound,Dall Seamount,Iliamna,Karluk,Kodiak East,Middleton Island,Mt. Katmai,Portlock Bank,Seldovia,Surveyor Seachannel		https://walrus.wr.usgs.gov/namss/survey/l-7-81-wg/
L-8-77-BS	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1977	Aleutian Basin,Navarin Basin,St. George Basin	Aleutian Basin,Banks,Bering Sea,Pervenets Canyon,Pervenets Canyon East,Saulsbury,Saulsbury West,St. Matthew Canyon,St. Matthew West,Zhemchug Canyon,Zhemchug Spur		https://walrus.wr.usgs.gov/namss/survey/l-8-77-bs/
L-8-80-AR	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1980	Chukchi Sea,Hope Basin	Bering Strait,Cape Seppings,Cape Seppings West,Chukchi Sea,Karo,Kotzebue,Noatak,Point Hope,Point Hope West,Point Lay,Point Lay West,Posey,Shishmaref,Solivik Island,Studds		https://walrus.wr.usgs.gov/namss/survey/l-8-80-ar/
L-8-81-WG	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1981	Shumagin	Derickson Seamount,False Pass,Mitrofania Island,Shumagin Bank,Simeonof Island		https://walrus.wr.usgs.gov/namss/survey/l-8-81-wg/
L-9-77-AR	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1977	Beaufort Sea,Chukchi Sea,Hope Basin	Barrow,Barter Island,Beaufort Terrace,Beechey Point,Beechey Point North,Bering Strait,Cape Seppings,Dease Inlet,Demarcation Point,Flaxman Island,Flaxman Island North,Hanna Shoal,Harrison Bay,Harrison Bay North,Mackenzie Canyon,Mackenzie Canyon North,Meade River,Point Hope,Point Lay West,Shishmaref,Wainwright		https://walrus.wr.usgs.gov/namss/survey/l-9-77-ar/
L-9-80-BS	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1980	Norton Basin	Nome,Norton Sound,Solomon,St. Michael		https://walrus.wr.usgs.gov/namss/survey/l-9-80-bs/
L-9-81-AA	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1981	Aleutian Arc,Bowers Basin	Adak,Amlia Knoll,Amukta Pass,Attu,Kiska Volcano,Murray Canyon,Rat Islands,Seguam,Shemya Island		https://walrus.wr.usgs.gov/namss/survey/l-9-81-aa/
L-9-82-BS	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1982	Aleutian Basin,Navarin Basin,North Aleutian Basin,St. George Basin,St. Matthew-Hall	Akutan,Akutan North,Aleutian Basin,Banks,Bristol Bay,Cape Mendenhall,Cape Newenham,Chignik,Hagemeister Island,Kuskokwim Bay,Nunivak Island,Nunivak Island West,Pervenets Canyon,Pervenets Canyon East,Saulsbury,Saulsbury West,St. George East,St. Matthew,St. Matthew West,Ugashik West		https://walrus.wr.usgs.gov/namss/survey/l-9-82-bs/
M-1-98-GM	U.S. Geological Survey	2D Multichannel Seismic	1998	Central Gulf of Mexico	Mississippi Canyon		https://walrus.wr.usgs.gov/namss/survey/m-1-98-gm/
N-PR-72-AK	National Petroleum Reserve Alaska	2D Multichannel Seismic	1972				https://walrus.wr.usgs.gov/namss/survey/n-pr-72-ak/
N-PR-74-AK	National Petroleum Reserve Alaska	2D Multichannel Seismic	1974				https://walrus.wr.usgs.gov/namss/survey/n-pr-74-ak/
N-PR-75-AK	National Petroleum Reserve Alaska	2D Multichannel Seismic	1975				https://walrus.wr.usgs.gov/namss/survey/n-pr-75-ak/
N-PR-76-AK	National Petroleum Reserve Alaska	2D Multichannel Seismic	1976				https://walrus.wr.usgs.gov/namss/survey/n-pr-76-ak/
N-PR-77-AK	National Petroleum Reserve Alaska	2D Multichannel Seismic	1977	Beaufort Sea,Chukchi Sea	Barrow,Dease Inlet,Harrison Bay,Harrison Bay North,Teshekpuk		https://walrus.wr.usgs.gov/namss/survey/n-pr-77-ak/
N-PR-78-AK	National Petroleum Reserve Alaska	2D Multichannel Seismic	1978	Beaufort Sea	Dease Inlet,Teshekpuk		https://walrus.wr.usgs.gov/namss/survey/n-pr-78-ak/
N-PR-79-AK	National Petroleum Reserve Alaska	2D Multichannel Seismic	1979				https://walrus.wr.usgs.gov/namss/survey/n-pr-79-ak/
N-PR-80-AK	National Petroleum Reserve Alaska	2D Multichannel Seismic	1980				https://walrus.wr.usgs.gov/namss/survey/n-pr-80-ak/
N-PR-81-AK	National Petroleum Reserve Alaska	2D Multichannel Seismic	1981				https://walrus.wr.usgs.gov/namss/survey/n-pr-81-ak/
P-02-10-CC	Pacific Gas and Electric Company	2D Multichannel Seismic	2010	Southern California	San Luis Obispo		https://walrus.wr.usgs.gov/namss/survey/p-02-10-cc/
P-1-88-AR	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1988	Chukchi Sea		88013	https://walrus.wr.usgs.gov/namss/survey/p-1-88-ar/
P-1-92-AR	Pacific Coastal and Marine Science Center	2D Multichannel Seismic	1992	Chukchi Sea			https://walrus.wr.usgs.gov/namss/survey/p-1-92-ar/
P1-13-LA Green Canyon	U.S. Geological Survey	2D Multichannel Seismic	2013	Central Gulf of Mexico	Green Canyon,Walker Ridge		https://walrus.wr.usgs.gov/namss/survey/p1-13-la-green-canyon/
P1-13-LA Walker Ridge	U.S. Geological Survey	2D Multichannel Seismic	2013	Central Gulf of Mexico	Walker Ridge		https://walrus.wr.usgs.gov/namss/survey/p1-13-la-walker-ridge/
S-03-11-SC	U.S. Geological Survey	2D Multichannel Seismic	2011			2011-603-DD	https://walrus.wr.usgs.gov/namss/survey/s-03-11-sc/
S-03-13-SC	U.S. Geological Survey	2D Multichannel Seismic	2013			2013-603-DD	https://walrus.wr.usgs.gov/namss/survey/s-03-13-sc/
S-03-19-SC	U.S. Geological Survey	2D Multichannel Seismic	2019			2019-674-DD	https://walrus.wr.usgs.gov/namss/survey/s-03-19-sc/
T-03-11-AT	Woods Hole Coastal and Marine Science Center	2D Multichannel Seismic	2011	North Atlantic	Block Canyon,Block Island Shelf,Hudson Canyon	2011-003-FA	https://walrus.wr.usgs.gov/namss/survey/t-03-11-at/
T-06-12-AT	Woods Hole Coastal and Marine Science Center	2D Multichannel Seismic	2012	Middle Atlantic	Currituck Sound	2012-006-FA	https://walrus.wr.usgs.gov/namss/survey/t-06-12-at/
